,Contract ID,Bid Rank,Vendor ID,PercentOfEstimates,ParticipantsCount,Unnamed: 8
5913,C13797,8,503F,1.110718,8,
5915,MM3008R,1,447A,0.747112,3,
5916,MM3008R,2,655A,0.897574,3,
5917,MM3008R,3,1230A,0.938944,3,
5919,C13501,1,769A,1.256934,3,
5920,C13501,2,159C,1.381982,3,
5921,C13501,3,164A,1.410188,3,
5923,MM4031,1,1277A,0.664953,9,
5924,MM4031,2,982A,0.731382,9,
5925,MM4031,3,162A,0.838822,9,
5926,MM4031,4,1131A,0.86266,9,
5927,MM4031,5,060A,0.874176,9,
5928,MM4031,6,697A,0.904496,9,
5929,MM4031,7,997A,0.982734,9,
5930,MM4031,8,1086A,1.055744,9,
5931,MM4031,9,1010A,1.128708,9,
5933,C14127,1,1275A,0.965874,7,
5934,C14127,2,032A,0.973507,7,
5935,C14127,3,924A,1.056248,7,
5936,C14127,4,028B,1.063563,7,
5937,C14127,5,163A,1.117922,7,
5938,C14127,6,159C,1.15247,7,
5939,C14127,7,017A,1.185451,7,
5941,C13076,1,696A,0.982317,6,
5942,C13076,2,692A,1.019334,6,
5943,C13076,3,065A,1.030204,6,
5944,C13076,4,169A,1.097575,6,
5945,C13076,5,164A,1.108228,6,
5946,C13076,6,232A,1.228498,6,
5948,MM4039,1,S1975,0.752198,7,
5949,MM4039,2,982A,0.826476,7,
5950,MM4039,3,1335A,0.942267,7,
5951,MM4039,4,060A,1.084517,7,
5952,MM4039,5,1277A,1.155788,7,
5953,MM4039,6,1131A,1.159601,7,
5954,MM4039,7,162A,1.436165,7,
5956,MM6038,1,1272A,0.73346,10,
5957,MM6038,2,1098A,0.75338,10,
5958,MM6038,3,697A,0.783634,10,
5959,MM6038,4,1231A,0.800498,10,
5960,MM6038,5,720A,0.849929,10,
5961,MM6038,6,868A,0.902759,10,
5962,MM6038,7,1370A,0.904493,10,
5963,MM6038,8,1235A,0.926905,10,
5964,MM6038,9,1095A,1.017969,10,
5965,MM6038,10,1200A,1.025294,10,
5967,C14462,1,090A,0.708115,7,
5968,C14462,2,924A,0.818906,7,
5969,C14462,3,854A,0.856353,7,
5970,C14462,4,1275A,0.923383,7,
5971,C14462,5,143A,0.933392,7,
5972,C14462,6,065A,0.997772,7,
5973,C14462,7,692A,1.037615,7,
5975,C14463,1,668A,0.951662,4,
5976,C14463,2,159C,0.960141,4,
5977,C14463,3,163A,1.05728,4,
5978,C14463,4,701A,1.057311,4,
5980,MM1029,1,697A,1.096937,4,
5981,MM1029,2,1095A,1.134395,4,
5982,MM1029,3,1272A,1.211857,4,
5983,MM1029,4,1202A,1.233847,4,
5985,MM5031,1,009A,0.884258,4,
5986,MM5031,2,655A,0.968255,4,
5987,MM5031,3,S4441,1.068615,4,
5988,MM5031,4,447A,1.107326,4,
5990,C14563,1,720A,0.936402,9,
5991,C14563,2,1202A,0.971961,9,
5992,C14563,3,913A,0.991187,9,
5993,C14563,4,1086A,1.006528,9,
5994,C14563,5,982A,1.029581,9,
5995,C14563,6,1272A,1.156347,9,
5996,C14563,7,697A,1.207526,9,
5997,C14563,8,1095A,1.353606,9,
5998,C14563,9,060A,1.662925,9,
6000,C14175,1,1231A,0.816324,6,
6001,C14175,2,720A,0.858791,6,
6002,C14175,3,697A,0.877274,6,
6003,C14175,4,1098A,0.908563,6,
6004,C14175,5,1370A,0.989279,6,
6005,C14175,6,1095A,1.038743,6,
6007,C14323,1,924A,0.887009,6,
6008,C14323,2,090A,0.906675,6,
6009,C14323,3,1275A,0.933902,6,
6010,C14323,4,692A,0.950105,6,
6011,C14323,5,854A,0.984527,6,
6012,C14323,6,065A,1.074288,6,
6014,C14520,1,505A,1.03842,5,
6015,C14520,2,005A,1.107865,5,
6016,C14520,3,547C,1.163299,5,
6017,C14520,4,159C,1.169664,5,
6018,C14520,5,091A,1.39623,5,
6020,C14508,1,1249A,1.234995,2,
6021,C14508,2,005A,1.329186,2,
6023,C14511,1,868A,0.976557,5,
6024,C14511,2,503F,1.063122,5,
6025,C14511,3,1314A,1.071731,5,
6026,C14511,4,1095A,1.175018,5,
6027,C14511,5,697A,1.299897,5,
6029,C13166,1,1272A,0.870754,6,
6030,C13166,2,1376A,0.877811,6,
6031,C13166,3,1370A,0.911362,6,
6032,C13166,4,1372A,1.019358,6,
6033,C13166,5,720A,1.155728,6,
6034,C13166,6,2002A,1.162124,6,
6036,C13500-ALT,1,870A,0.889748,8,
6037,C13500-ALT,2,884A,0.906155,8,
6038,C13500-ALT,3,099H,0.912987,8,
6039,C13500-ALT,4,011A,0.9252,8,
6040,C13500-ALT,5,169A,0.966437,8,
6041,C13500-ALT,6,164A,0.966785,8,
6042,C13500-ALT,7,692A,1.066761,8,
6043,C13500-ALT,8,865A,1.253443,8,
6045,C14208,1,668A,0.910799,4,
6046,C14208,2,701A,0.969596,4,
6047,C14208,3,159C,1.014556,4,
6048,C14208,4,163A,1.241798,4,
6050,C14704,1,697A,0.826539,6,
6051,C14704,2,064A,0.940763,6,
6052,C14704,3,720A,1.017169,6,
6053,C14704,4,1235A,1.062102,6,
6054,C14704,5,1200A,1.128579,6,
6055,C14704,6,1095A,1.608689,6,
6057,C14923R,1,793A,1.191758,2,
6058,C14923R,2,1273A,1.415916,2,
6060,M6052,1,503F,0.982609,4,
6061,M6052,2,1235A,1.100939,4,
6062,M6052,3,447A,1.13913,4,
6063,M6052,4,276A,1.153913,4,
6065,C15077,1,1282A,0.710824,2,
6066,C15077,2,232A,0.893412,2,
6068,C15068,1,245B,0.733089,5,
6069,C15068,2,091A,0.97656,5,
6070,C15068,3,547A,1.043091,5,
6071,C15068,4,232A,1.080987,5,
6072,C15068,5,160A,1.206432,5,
6074,C12811,1,1214A,0.963499,8,
6075,C12811,2,903A,0.972619,8,
6076,C12811,3,696A,0.998087,8,
6077,C12811,4,692A,1.045819,8,
6078,C12811,5,1086A,1.072275,8,
6079,C12811,6,1040A,1.080247,8,
6080,C12811,7,467A,1.190581,8,
6081,C12811,8,801A,1.77559,8,
6083,C13622,1,696A,0.998849,6,
6084,C13622,2,169A,1.029261,6,
6085,C13622,3,870A,1.040104,6,
6086,C13622,4,099H,1.064814,6,
6087,C13622,5,884A,1.086311,6,
6088,C13622,6,865A,1.191523,6,
6090,MM1038,1,1231A,0.632056,8,
6091,MM1038,2,1098A,0.747804,8,
6092,MM1038,3,1095A,0.749211,8,
6093,MM1038,4,1272A,0.782235,8,
6094,MM1038,5,1050A,0.813877,8,
6095,MM1038,6,697A,0.821681,8,
6096,MM1038,7,908A,0.829141,8,
6097,MM1038,8,720A,1.019042,8,
6099,C14814,1,090A,1.09511,9,
6100,C14814,2,903A,1.227067,9,
6101,C14814,3,696A,1.22869,9,
6102,C14814,4,232A,1.338295,9,
6103,C14814,5,968A,1.352711,9,
6104,C14814,6,065A,1.391952,9,
6105,C14814,7,1224T,1.504412,9,
6106,C14814,8,854A,1.516388,9,
6107,C14814,9,276A,1.600995,9,
6109,C12322R,1,884A,0.967154,4,
6110,C12322R,2,870A,0.974959,4,
6111,C12322R,3,169A,0.977277,4,
6112,C12322R,4,164A,1.01621,4,
6114,C14889,1,1098A,0.996869,5,
6115,C14889,2,1231A,1.26792,5,
6116,C14889,3,697A,1.320541,5,
6117,C14889,4,1095A,1.486215,5,
6118,C14889,5,1272A,1.559478,5,
6120,C15007,1,257A,0.938091,7,
6121,C15007,2,505A,0.959812,7,
6122,C15007,3,163A,1.011376,7,
6123,C15007,4,017A,1.016805,7,
6124,C15007,5,005A,1.032712,7,
6125,C15007,6,008A,1.036707,7,
6126,C15007,7,160A,1.082086,7,
6128,C14619,1,924A,0.991669,5,
6129,C14619,2,028B,1.036604,5,
6130,C14619,3,017A,1.041266,5,
6131,C14619,4,032A,1.083196,5,
6132,C14619,5,159C,1.258083,5,
6134,C14612,1,032A,0.992572,5,
6135,C14612,2,S2881,1.051146,5,
6136,C14612,3,017A,1.099811,5,
6137,C14612,4,924A,1.122685,5,
6138,C14612,5,028B,1.340496,5,
6140,C14610,1,032A,0.936638,4,
6141,C14610,2,924A,1.030015,4,
6142,C14610,3,017A,1.129594,4,
6143,C14610,4,159C,1.136075,4,
6145,C14618,1,S2881,0.9424,6,
6146,C14618,2,032A,0.969446,6,
6147,C14618,3,017A,1.020024,6,
6148,C14618,4,924A,1.080841,6,
6149,C14618,5,028B,1.1517,6,
6150,C14618,6,159C,1.152197,6,
6152,C14850,1,005A,0.995218,3,
6153,C14850,2,163A,1.140756,3,
6154,C14850,3,159C,1.198333,3,
6156,C14827R,1,1273A,1.001608,4,
6157,C14827R,2,942A,1.098691,4,
6158,C14827R,3,1369A,1.217036,4,
6159,C14827R,4,1232A,2.164408,4,
6161,C93193,1,696A,1.159582,5,
6162,C93193,2,164A,1.181504,5,
6163,C93193,3,870A,1.183258,5,
6164,C93193,4,417A,1.255837,5,
6165,C93193,5,250A,1.502476,5,
6167,C11272R,1,801A,0.958407,4,
6168,C11272R,2,632A,0.983848,4,
6169,C11272R,3,1039A,1.032727,4,
6170,C11272R,4,311A,1.416421,4,
6172,C10853,1,608A,0.947017,5,
6173,C10853,2,668A,0.97712,5,
6174,C10853,3,632A,1.086271,5,
6175,C10853,4,865A,1.166168,5,
6176,C10853,5,955A,1.228178,5,
6178,C11574,1,870A,1.063094,8,
6179,C11574,2,250A,1.065075,8,
6180,C11574,3,360A,1.070668,8,
6181,C11574,4,093B,1.123275,8,
6182,C11574,5,373A,1.153627,8,
6183,C11574,6,801A,1.224514,8,
6184,C11574,7,711A,1.240606,8,
6185,C11574,8,159C,1.276468,8,
6187,C11035,1,174A,1.006379,5,
6188,C11035,2,084A,1.074069,5,
6189,C11035,3,797A,1.138898,5,
6190,C11035,4,091A,1.267872,5,
6191,C11035,5,944A,1.269131,5,
6193,C11921,1,068A,1.139842,6,
6194,C11921,2,505A,1.21294,6,
6195,C11921,3,005A,1.267101,6,
6196,C11921,4,159C,1.275658,6,
6197,C11921,5,091A,1.36851,6,
6198,C11921,6,163D,1.516586,6,
6200,C11940,1,595A,0.637837,3,
6201,C11940,2,982A,0.808648,3,
6202,C11940,3,060B,1.049729,3,
6204,C11796,1,360A,1.061547,2,
6205,C11796,2,1055A,1.432151,2,
6207,C11202,1,090A,1.011689,10,
6208,C11202,2,150B,1.022861,10,
6209,C11202,3,822B,1.051079,10,
6210,C11202,4,011A,1.073063,10,
6211,C11202,5,164A,1.075342,10,
6212,C11202,6,373A,1.075735,10,
6213,C11202,7,854A,1.081949,10,
6214,C11202,8,870A,1.093799,10,
6215,C11202,9,417A,1.10975,10,
6216,C11202,10,159C,1.120752,10,
6218,C11691,1,017A,0.930173,3,
6219,C11691,2,163E,1.069902,3,
6220,C11691,3,159C,1.105159,3,
6222,C11835,1,164A,0.997123,6,
6223,C11835,2,392G,1.041778,6,
6224,C11835,3,417A,1.084558,6,
6225,C11835,4,099H,1.100568,6,
6226,C11835,5,169A,1.144461,6,
6227,C11835,6,200A,1.219045,6,
6229,C11846,1,011A,0.926783,3,
6230,C11846,2,703A,0.950109,3,
6231,C11846,3,159C,0.995313,3,
6233,C12187,1,150B,0.989443,4,
6234,C12187,2,090A,1.034777,4,
6235,C12187,3,065A,1.05777,4,
6236,C12187,4,854A,1.102189,4,
6238,C12377,1,1032A,0.832266,3,
6239,C12377,2,060B,1.018288,3,
6240,C12377,3,982A,1.401621,3,
6242,C12493,1,1032A,0.761553,4,
6243,C12493,2,982A,0.868639,4,
6244,C12493,3,060B,0.991274,4,
6245,C12493,4,595A,1.201573,4,
6247,C12354,1,982A,0.520608,4,
6248,C12354,2,595A,0.567035,4,
6249,C12354,3,1032A,0.954164,4,
6250,C12354,4,060B,1.052249,4,
6252,C12320,1,060C,0.866896,2,
6253,C12320,2,074A,0.903066,2,
6255,C12257R,1,1086A,1.01753,4,
6256,C12257R,2,1080A,1.029161,4,
6257,C12257R,3,674A,1.071786,4,
6258,C12257R,4,124A,1.07477,4,
6260,C11994,1,503F,1.074398,1,
6262,C11803,1,084A,1.243923,5,
6263,C11803,2,059B,1.327045,5,
6264,C11803,3,174A,1.327314,5,
6265,C11803,4,091A,1.544488,5,
6266,C11803,5,159C,1.673317,5,
6268,C12973,1,1011A,0.998331,5,
6269,C12973,2,668A,1.047258,5,
6270,C12973,3,159C,1.088691,5,
6271,C12973,4,017A,1.145107,5,
6272,C12973,5,028B,1.237872,5,
6274,C12715,1,160A,0.913418,5,
6275,C12715,2,505A,0.967267,5,
6276,C12715,3,005A,0.982247,5,
6277,C12715,4,159C,1.03826,5,
6278,C12715,5,163D,1.081445,5,
6280,C12734,1,091A,0.830992,5,
6281,C12734,2,163D,0.85789,5,
6282,C12734,3,505A,0.877177,5,
6283,C12734,4,159C,0.879337,5,
6284,C12734,5,005A,0.905562,5,
6286,C12286,1,159C,1.073823,3,
6287,C12286,2,017A,1.162182,3,
6288,C12286,3,924A,1.171843,3,
6290,C12282,1,159C,1.199099,2,
6291,C12282,2,017A,1.284449,2,
6293,C10685,1,924A,0.907987,4,
6294,C10685,2,017A,1.012612,4,
6295,C10685,3,159C,1.038754,4,
6296,C10685,4,028B,1.059275,4,
6298,C89075,1,295A,0.83245,6,
6299,C89075,2,903A,0.90904,6,
6300,C89075,3,084A,0.967897,6,
6301,C89075,4,160A,1.037347,6,
6302,C89075,5,790A,1.075976,6,
6303,C89075,6,779A,1.165591,6,
6305,C12880,1,2001A,0.68216,6,
6306,C12880,2,162A,0.737103,6,
6307,C12880,3,982A,0.848866,6,
6308,C12880,4,1091A,0.911529,6,
6309,C12880,5,060B,1.056435,6,
6310,C12880,6,595A,1.28279,6,
6312,C10785,1,065A,1.013733,4,
6313,C10785,2,974A,1.167888,4,
6314,C10785,3,392G,1.184731,4,
6315,C10785,4,159C,1.261811,4,
6317,C12762,1,360A,0.881616,4,
6318,C12762,2,503F,0.998008,4,
6319,C12762,3,1011A,1.029263,4,
6320,C12762,4,697A,1.222756,4,
6322,C12401,1,163D,1.053917,6,
6323,C12401,2,924A,1.057666,6,
6324,C12401,3,071A,1.090193,6,
6325,C12401,4,028B,1.109143,6,
6326,C12401,5,017A,1.140095,6,
6327,C12401,6,159C,1.156264,6,
6329,C11730,1,169A,1.011057,12,
6330,C11730,2,011A,1.026288,12,
6331,C11730,3,373A,1.054891,12,
6332,C11730,4,870A,1.079063,12,
6333,C11730,5,124A,1.085737,12,
6334,C11730,6,562A,1.108146,12,
6335,C11730,7,392G,1.11912,12,
6336,C11730,8,099H,1.126504,12,
6337,C11730,9,968A,1.148235,12,
6338,C11730,10,696A,1.159241,12,
6339,C11730,11,093B,1.198605,12,
6340,C11730,12,417A,1.210895,12,
6342,C13350,1,028B,1.010756,6,
6343,C13350,2,924A,1.032176,6,
6344,C13350,3,232A,1.05013,6,
6345,C13350,4,159C,1.175853,6,
6346,C13350,5,124A,1.310391,6,
6347,C13350,6,032A,1.418074,6,
6349,C13255,1,005A,0.928523,6,
6350,C13255,2,017A,0.963451,6,
6351,C13255,3,505A,0.99436,6,
6352,C13255,4,1089A,1.007301,6,
6353,C13255,5,159C,1.157498,6,
6354,C13255,6,163D,1.23863,6,
6356,C13440,1,668A,0.724872,5,
6357,C13440,2,160A,0.864082,5,
6358,C13440,3,701A,0.867352,5,
6359,C13440,4,159C,0.922116,5,
6360,C13440,5,163D,0.942391,5,
6362,C12685,1,160A,0.685165,6,
6363,C12685,2,1060A,0.71429,6,
6364,C12685,3,505A,0.733634,6,
6365,C12685,4,163D,0.769976,6,
6366,C12685,5,005A,0.824902,6,
6367,C12685,6,159C,0.886595,6,
6369,C12710,1,245B,1.02107,8,
6370,C12710,2,091A,1.06109,8,
6371,C12710,3,011A,1.08572,8,
6372,C12710,4,160A,1.09202,8,
6373,C12710,5,392G,1.092376,8,
6374,C12710,6,005A,1.127324,8,
6375,C12710,7,870A,1.127983,8,
6376,C12710,8,767A,1.195215,8,
6378,C12829,1,160A,0.907959,11,
6379,C12829,2,279A,0.938295,11,
6380,C12829,3,053D,0.982054,11,
6381,C12829,4,164A,0.982444,11,
6382,C12829,5,903A,0.985901,11,
6383,C12829,6,562A,0.998757,11,
6384,C12829,7,870A,0.999602,11,
6385,C12829,8,968A,1.014075,11,
6386,C12829,9,790A,1.024275,11,
6387,C12829,10,417A,1.068318,11,
6388,C12829,11,696A,1.110189,11,
6390,MM3002,1,2014A,0.739945,4,
6391,MM3002,2,1221A,0.881071,4,
6392,MM3002,3,1220A,1.057429,4,
6393,MM3002,4,1154A,1.33379,4,
6395,MM3003,1,655A,2.175625,3,
6396,MM3003,2,447A,2.779167,3,
6397,MM3003,3,074A,5.458333,3,
6399,MM4011,1,026A,0.683471,5,
6400,MM4011,2,903A,1.007194,5,
6401,MM4011,3,232A,1.123741,5,
6402,MM4011,4,1216A,1.432194,5,
6403,MM4011,5,1068A,1.538669,5,
6405,C13822,1,1010A,0.947343,7,
6406,C13822,2,997A,1.014594,7,
6407,C13822,3,060A,1.051679,7,
6408,C13822,4,1131A,1.06088,7,
6409,C13822,5,982A,1.089498,7,
6410,C13822,6,162A,1.118306,7,
6411,C13822,7,2003A,1.140063,7,
6413,C13907,1,060A,1.002878,4,
6414,C13907,2,595A,1.041016,4,
6415,C13907,3,982A,1.066164,4,
6416,C13907,4,162A,1.179175,4,
6418,MM6012,1,1229A,0.9972,1,
6420,MM6016,1,1050A,0.725,6,
6421,MM6016,2,447A,0.815,6,
6422,MM6016,3,997A,0.95,6,
6423,MM6016,4,1042A,0.97,6,
6424,MM6016,5,1230A,0.975,6,
6425,MM6016,6,790A,1.325,6,
6427,MM6020,1,500A,1.066009,1,
6429,MM1010,1,1231A,0.604538,11,
6430,MM1010,2,1098A,0.667099,11,
6431,MM1010,3,697A,0.675051,11,
6432,MM1010,4,1235A,0.699406,11,
6433,MM1010,5,720A,0.798271,11,
6434,MM1010,6,2002A,0.823447,11,
6435,MM1010,7,1025A,0.869044,11,
6436,MM1010,8,1200A,0.909692,11,
6437,MM1010,9,868A,0.941653,11,
6438,MM1010,10,1095A,1.052671,11,
6439,MM1010,11,1272A,1.08456,11,
6441,MM3009,1,982A,0.928325,1,
6443,MM4014,1,1109A,0.576772,7,
6444,MM4014,2,1050A,0.718314,7,
6445,MM4014,3,447A,0.752459,7,
6446,MM4014,4,009A,0.952828,7,
6447,MM4014,5,1042A,1.000815,7,
6448,MM4014,6,1230A,1.142249,7,
6449,MM4014,7,1131A,1.240337,7,
6451,MM5021,1,009A,0.900703,3,
6452,MM5021,2,655A,0.943135,3,
6453,MM5021,3,447A,1.013606,3,
6455,C13942,1,697A,0.859737,6,
6456,C13942,2,1098A,0.882721,6,
6457,C13942,3,908A,0.982427,6,
6458,C13942,4,503F,1.095329,6,
6459,C13942,5,1025A,1.150983,6,
6460,C13942,6,1271A,1.164861,6,
6462,C13513,1,005A,0.837916,6,
6463,C13513,2,505A,0.902645,6,
6464,C13513,3,163A,0.985557,6,
6465,C13513,4,160A,0.992698,6,
6466,C13513,5,159C,1.003039,6,
6467,C13513,6,017A,1.055475,6,
6469,C13854,1,017A,0.907067,5,
6470,C13854,2,924A,0.968581,5,
6471,C13854,3,032A,0.99622,5,
6472,C13854,4,159C,0.998884,5,
6473,C13854,5,163A,1.046762,5,
6475,MM6021,1,232A,1.141234,9,
6476,MM6021,2,696A,1.785704,9,
6477,MM6021,3,1029A,2.174601,9,
6478,MM6021,4,692A,2.428189,9,
6479,MM6021,5,311A,3.787545,9,
6480,MM6021,6,276A,4.063886,9,
6481,MM6021,7,968A,4.244182,9,
6482,MM6021,8,1086A,5.215303,9,
6483,MM6021,9,255D,7.166259,9,
6485,MM1020,1,060A,1.062071,3,
6486,MM1020,2,162A,1.104092,3,
6487,MM1020,3,982A,1.138302,3,
6489,C14173,1,793A,0.853988,3,
6490,C14173,2,1273A,1.010615,3,
6491,C14173,3,159C,1.287219,3,
6493,C12369,1,924A,0.781897,6,
6494,C12369,2,884A,0.859481,6,
6495,C12369,3,164A,0.896171,6,
6496,C12369,4,011A,0.899069,6,
6497,C12369,5,870A,0.910491,6,
6498,C12369,6,169A,0.968226,6,
6500,MM5027,1,162A,0.944631,4,
6501,MM5027,2,982A,0.962095,4,
6502,MM5027,3,595A,1.046041,4,
6503,MM5027,4,060A,1.094089,4,
6505,MM5028,1,2003A,0.771305,6,
6506,MM5028,2,982A,0.830717,6,
6507,MM5028,3,655A,0.927324,6,
6508,MM5028,4,1131A,1.080747,6,
6509,MM5028,5,060A,1.234277,6,
6510,MM5028,6,162A,1.538435,6,
6512,MM5029,1,162A,0.943853,4,
6513,MM5029,2,982A,0.95115,4,
6514,MM5029,3,595A,1.046003,4,
6515,MM5029,4,060A,1.200801,4,
6517,MM5030,1,2003A,0.758258,6,
6518,MM5030,2,982A,0.78448,6,
6519,MM5030,3,1131A,0.972137,6,
6520,MM5030,4,655A,1.025352,6,
6521,MM5030,5,060A,1.317862,6,
6522,MM5030,6,162A,1.46861,6,
6524,C12711,1,091A,1.144092,4,
6525,C12711,2,245B,1.170361,4,
6526,C12711,3,505A,1.187341,4,
6527,C12711,4,005A,1.319325,4,
6529,C12460,1,169A,0.842996,8,
6530,C12460,2,099H,0.905714,8,
6531,C12460,3,870A,0.908436,8,
6532,C12460,4,084A,0.947883,8,
6533,C12460,5,232A,1.03257,8,
6534,C12460,6,562A,1.075592,8,
6535,C12460,7,011A,1.132769,8,
6536,C12460,8,373A,1.224973,8,
6538,C14164,1,169A,1.044185,6,
6539,C14164,2,164A,1.15719,6,
6540,C14164,3,232A,1.209525,6,
6541,C14164,4,084A,1.220946,6,
6542,C14164,5,422T,1.34865,6,
6543,C14164,6,159C,1.367556,6,
6545,C14609,1,1109A,0.684975,8,
6546,C14609,2,1230A,0.826109,8,
6547,C14609,3,S4441,0.838747,8,
6548,C14609,4,1050A,0.848759,8,
6549,C14609,5,447A,0.871595,8,
6550,C14609,6,903A,0.888405,8,
6551,C14609,7,009A,1.090334,8,
6552,C14609,8,S1975,1.393137,8,
6554,C12862,1,159C,0.823787,5,
6555,C12862,2,279A,0.935593,5,
6556,C12862,3,1011A,0.977739,5,
6557,C12862,4,668A,1.035184,5,
6558,C12862,5,701A,1.118854,5,
6560,MM6045,1,S2881,0.954088,6,
6561,MM6045,2,032A,0.975699,6,
6562,MM6045,3,017A,1.0067,6,
6563,MM6045,4,924A,1.024744,6,
6564,MM6045,5,159C,1.153959,6,
6565,MM6045,6,163A,1.260073,6,
6567,C14939R,1,1231A,0.896421,6,
6568,C14939R,2,1272A,0.973431,6,
6569,C14939R,3,720A,1.025036,6,
6570,C14939R,4,908A,1.113389,6,
6571,C14939R,5,1235A,1.202967,6,
6572,C14939R,6,913A,1.250164,6,
6574,C14982,1,793A,0.911077,2,
6575,C14982,2,1116A,1.400004,2,
6577,C14831R,1,692A,1.038775,3,
6578,C14831R,2,232A,1.17839,3,
6579,C14831R,3,1040A,1.274308,3,
6581,C15019,1,159C,1.238467,3,
6582,C15019,2,903A,1.286863,3,
6583,C15019,3,005A,1.31224,3,
6585,C14626,1,032A,0.985392,6,
6586,C14626,2,S2881,0.993719,6,
6587,C14626,3,017A,1.084604,6,
6588,C14626,4,924A,1.096346,6,
6589,C14626,5,028B,1.206755,6,
6590,C14626,6,159C,1.327067,6,
6592,MM2012,1,1329A,0.587364,32,31.0
6593,MM2012,2,975A,0.597709,32,31.0
6594,MM2012,3,450A,0.642997,32,31.0
6595,MM2012,4,1277A,0.680691,32,31.0
6596,MM2012,5,178A,0.689066,32,31.0
6597,MM2012,6,274A,0.704894,32,31.0
6598,MM2012,7,1276A,0.708272,32,31.0
6599,MM2012,8,1332A,0.731069,32,31.0
6600,MM2012,9,1315A,0.827532,32,31.0
6601,MM2012,10,1272A,0.900912,32,31.0
6602,MM2012,11,1279A,0.965036,32,31.0
6603,MM2012,12,697A,1.224439,32,31.0
6604,MM2012,13,720A,1.318195,32,31.0
6605,MM2012,14,868A,1.395825,32,31.0
6606,MM2012,15,S3391,1.784344,32,31.0
